text1,text2,label
get,rooms,0
iterate,bits,1
int,permanent,0
pucchres,resourcetoaddmodlist,1
csi,tender,0
uint16_t,pucch,1
ue,rnti,1
number,anxiety,0
codebooktype,norm,0
cfg,integrating,0
mac,entries,0
the,hamilton,0
fr,gmail,1
cfg,protection,0
current,percentage,0
are,in,1
number,is,1
n_list,pucchresset,1
schedule,minimum,1
srs_pdu,freqhopping,1
pm_idx,matrix,1
alloc,mask,1
precoder_weight_im,rendering,0
nr_ue_harq_t,fin,0
for,two,0
num_prgs,rx,1
resourceconfig,ie,1
nr_sched_pucch_t,uint16_t,1
int,ages,0
under,license,1
maxcoderate,setup,1
index,avon,0
the,labeled,0
current,discounts,0
by,or,1
test_pucch0_vrb_occupation,curr_pucch,1
ul,structure,1
free,secretary,0
of,to,1
prach_config,tag,1
contact,lock,0
bwp_start,current_bwp,1
assume,manufactured,0
pucch,glory,0
simde_mm_setr_epi32,pi,1
periods,by,1
nr_mac,in,1
www,visible,0
ch,pi,1
curr_pucch,computed,1
simultaneously,run,0
is,tvs,0
license,see,1
gnb_mac_inst,rc,1
round,harq_round_max,1
simde_mm_setr_epi32,nomination,0
index,footwear,0
domain,defects,0
temp_li,li_bitlen,1
static,adidas,0
nack,ue,1
mat,simde_mm_sub_epi32,1
mat_imag128,base21_idx,1
if,robust,0
null,out,1
transmissioncomb,choice,1
csi,the,1
n4,syria,0
mat,client,0
base21_idx,rx,1
if,models,0
srs_resource,arena,0
and,k2,1
downlinkconfigcommon,enzyme,0
first_ul_slot_period,organization,0
is,to,1
full,dropping,1
csi_meas_bitlen,ri_restriction,1
are,consumption,0
const,conservation,0
const,max_frame_number,1
beam,legal,0
bool,vrb_map_ul,1
param,revised,0
allocation,csi,1
ch,pi11,1
mutex,semester,0
int,generous,0
uint8_t,chemistry,0
pucch,mlb,0
c16_t,larger,0
param,structure,1
going,pucch,1
the,file,1
srs_resource,present,1
beam_allocation_procedure,pucch_frame,1
is,frame,1
potentially,pucch,1
int,max_mimo_layers,1
is,different,1
the,in,1
evaluate_rsrp_report,recruitment,0
max_l,evolution,0
future_ul_tti_req,citizens,0
count,senegal,0
for,western,0
csi_measconfig,list,1
band,frequencybandlist,1
time_start_position,tones,0
mac,museum,0
mat_real128,boot,0
cri_ri_li_pmi_cqi_report,cri,1
sl_to_bitmap,avoid,0
csi,an,1
k1,employee,0
you,delight,0
srs_pdu,sequence_id,1
ri_restriction,cumul_bits,1
reporting,morgan,0
of,per,1
rach_configcommon,missouri,0
each,report,1
ul_failure,weight,0
resources,hydrocodone,0
base03_idx,hiv,0
pi11,base11_idx,1
first_ul_slot_period,number,1
curr_pucch,kill,0
const,harq_confidence,1
we,that,1
resources,objectives,0
instance,admit,0
whether,slots,1
nr_timer_is_active,phd,0
resource_indicator,church,0
base00_idx,takes,0
acknack,compact,0
static,knit,0
ul_bwp,blind,0
need,to,1
const,sched_ctrl,1
static,const,1
matching,beyond,0
report,layer,1
counting,ul,1
of,this,1
beam,francisco,0
format0,positive,0
decoded,harvey,0
for,forests,0
decoded,watches,0
uint8_t,woman,0
mm,particularly,0
case,tower,0
measurements,and,1
carrier_config,list,1
nrmac,buffalo,0
in,transform,0
sched_ctrl,tables,0
update,cakes,0
index,n_slots_frame,1
ue,harq_pid,1
either,composer,0
csi_period_offset,uri,0
indicates,strange,0
nr_ue_info_t,ue,1
ssb_table,value,1
higher,drinks,0
already,dispatch,0
ue,scanner,0
case,happiness,0
nr_of_symb,choice,1
not,graduated,0
uplink_frequency,surgeons,0
csi_report,malawi,0
number,per,1
returns,clinical,0
ue,structure,1
single,laboratory,0
const,get_ul_slots_per_period,1
idx,sphere,0
resource,indicator,1
const,num_gnb_antenna_elements,1
can,adipex,0
value,dates,0
for,int,1
log_e,confirm,0
log_d,inkjet,0
int,fs,1
going,virgin,0
pointer,advantage,0
get_pucch_index,mac,1
vrb_map_ul,enjoying,0
slot,success,1
rrc,turns,0
ssb,correspondence,0
and,prach,1
whether,multi,0
mat_imag128,reply,0
since,than,0
for,receiving,0
for,where,1
frame,for,1
prach_configurationindex,adjustable,0
const,essence,0
prach_root_sequence_index,prach_rootsequenceindex,1
base01_idx,base21_idx,1
rs,ue,1
comb_size,gif,0
of,contamination,0
nrmac,peru,0
without,warranties,1
index,cleanup,0
rc,harq_round_max,1
curr_pucch,sched_slot,1
scc,overnight,0
pucch_slot,salad,0
carrier_config,considered,0
with,apple,0
the,rrc,1
frame_structure_t,fully,0
the,suse,0
update,shall,1
curr_payload,gmt,0
format3,choice,1
contributor,pays,0
result,confidence_level,1
scheduling,for,1
pucch,frame,1
cfg,nfapi_nr_config_prach_sub_c_spacing_tag,1
csi_report,ri,1
log_d,uci,1
choice,startingsymbolindex,1
get_pucch_index,teddy,0
const,antigua,0
pucch_config,sr,1
code,for,1
num_gnb_antenna_elements,port,1
int,recipes,0
if,depression,0
frame,swingers,0
csirep,departmental,0
with,present,1
pmi_pdu,inexpensive,0
except,in,1
mat_imag128,base01_idx,1
uci_234,csi_part1,1
csi,missouri,0
if,bowl,0
vector,resist,0
of,license,1
single,con,0
typei,singlepanel,1
cfg,scs_common,1
log_d,voip,0
slot,ld,1
frame,crimes,0
for,do,1
by,processor,0
of,dale,0
ue,cycles,0
in,described,0
rach_configcommon,rach_configgeneric,1
void,frame,1
ssb_table,respectively,0
const,num_prgs,1
layers,is,1
curr_payload,collectables,0
nr_ue_harq_t,pid,1
as,from,1
sr,detected,1
this,transmission,0
assertfatal,punk,0
the,ul,1
the,is,1
reporting,hiking,0
tl,nfapi_nr_config_num_prach_fd_occasions_tag,1
rsrp,mac,1
two,venue,0
tdd,size,1
num_gnb_antenna_elements,num_prgs,1
mat_real128,drums,0
nrmac,petersburg,0
r_index,seeing,0
prb,to,1
simde_mm_add_epi32,mat_imag128,1
we,minus,0
sfn,watched,0
log_d,slot,1
log_d,indicator,1
procedure,resource,1
for,ssb,1
csi,rrc,1
ssb,sic,0
n2,o2,1
harq_confidence,indexes,0
static,void,1
uplink_frequency,value,1
csi_report,cumul_bits,1
cfg,ssb_table,1
slot,n_ul_slots_period,1
simde_mm_setr_epi32,institutions,0
to,marijuana,0
const,rx,1
going,resource_id,1
param,situated,0
with,layer,1
if,desire,0
per,implications,0
resources,received,1
return,sunshine,0
resource,resources,1
weights,precoder_weight,1
the,ul,1
and,whilst,0
sizeofarray,genome,0
of,museums,0
ssb_table,walk,0
assertfatal,ordinance,0
static,nr_sched_pucch_t,1
uint16_t,antenna,1
simde_mm_cvtepi32_ps,builders,0
max,fence,0
const,downlinkconfigcommon,1
the,or,1
pucch_index,frame_structure,1
license,mature,0
include,effect,0
tpc1,equations,0
the,number,1
csirep,volunteers,0
cfg,ssb_table,1
numb_slots_period,deposit,0
bch_payload,elected,0
harq,is,1
scheduling,csi,1
srs,any,1
timing,movement,0
configured,llp,0
nrofreportedrs,prozac,0
csi,resources,1
check,teaches,0
ue,spatial,1
resources,for,1
ll,pushing,0
const,guitar,0
alliance,secret,0
assertfatal,sake,0
prach_config,loaded,0
evaluate_pmi_report,phrases,0
get_supported_band_index,dental,0
request,ul_period_slot,1
the,scheduled,1
max,is,1
ssb_positionsinburst,buf,1
res_code,sqrt,1
stored,the,1
int,percent,0
is,subject,0
the,mere,0
licensed,the,1
assertfatal,wind,0
srs_resourcetoaddmodlist,encoding,0
simde_mm_add_epi32,mat_real128,1
we,harq,1
nr_mac,uci_01,1
to,chaos,0
rev_bits,distinction,0
frame_structure,an,1
uint16_t,tx,1
and,extraordinary,0
and,truly,0
return,the,1
static,rosa,0
ifdef,add,0
navid,extract,0
not,shorter,0
srs_resource,repetitionfactor,1
one,resource_id,1
ue_beam_index,energy,0
nr_fill_nfapi_pucch,frame,1
going,lit,0
mm,slim,0
to,optical,0
common_channels,composite,0
srs_pdu,employer,0
required,resources,1
prbs,rings,0
value,islamic,0
the,shepherd,0
ack,polar,1
timing,we,1
the,for,1
num_antenna_ports,antenna_ports,1
with,bug,0
case,public,0
int,tooth,0
for,count,1
slot,id,1
csi,uci_234,1
oai,ricky,0
frame,packed,0
ul_ack,mambo,0
return,believe,0
uint16_t,num_prgs,1
for,chile,0
const,televisions,0
pucch,nr_of_symb,1
always,resources,1
in,rap,0
base00_idx,award,0
curr_pucch,ul_slot,1
resources,be,1
csi_period_offset,shade,0
nr_fill_nfapi_pucch,gnb_mac_inst,1
more,or,1
each,ssb,1
not,gotta,0
limitations,the,1
bch,prospect,0
brief,clark,0
carrier_config,tl,1
const,nam,0
prach_fd_occasion,nfapi_nr_config_num_root_sequences_tag,1
prach_sub_c_spacing,format,1
single,csi_report,1
list,hopefully,0
pucchres,young,0
required,report,1
depend,ocean,0
int,package,0
find,shoes,0
work,copyright,1
int8_t,inquiry,0
prach_fd_occasion,apartment,0
ll,cexp,1
nr_mac,dai_c,1
reception,csi,1
report,congress,0
skip_zero_padding,sequences,0
srs_resource,paraguay,0
more,rs,1
nr_pucch_csi_resource_t,provides,0
void,introduced,0
should,backgrounds,0
antenna,fifth,0
pucchresset,lowest,0
sinr_report,reload,0
resources,following,1
n_pdus,slot,1
cfg,aquatic,0
payload,cumul_bits,1
nrmac,ul_tti_req_ahead_size,1
could,process,1
pucch_config,setup,1
carrier_config,mexican,0
rx,whole,0
nr_get_csi_bitlen,ue,1
already,bolt,0
r_pucch,reduce,0
uint16_t,titled,0
sched_ctrl,payload,1
if,null,1
instance,tgp,0
scc,ssbsubcarrierspacing,1
is_ul_slot,period_cfg,1
choice,format3,1
module_id_t,volume,0
with,would,0
base21_idx,port,1
wrap,spanned,1
layer,to,1
prbs,format3,1
and,ipod,0
if,adams,0
the,threats,0
index_list,gratuit,0
multiplication,rapidly,0
or,offered,0
simde__m128i,mat_k,1
ssb_mask_list,drilling,0
two,soup,0
of,layers,1
get_pucch_index,sched_pucch_size,1
if,voice,0
v_lm,bikes,0
you,estonia,0
not,positive,0
list,sender,0
prach_fd_occasion,prach_root_sequence_index,1
indicator,sticky,0
int,csi_meas_bitlen,1
pucch_resource,adrian,0
layeridx,fixed,1
nr_fill_nfapi_srs,organisations,0
srs_config,identifier,0
report,special,0
counting,james,0
count,tablets,0
include,oct,0
base11_idx,adventure,0
this,excitement,0
nrmac,free,1
mask,format,1
for,unlikely,0
correspond,value,1
slot,indicating,0
int,earliest,0
list,dance,0
int,ul_buffer_index,1
single,different,1
going,to,1
author,raymond,1
weights,adobe,0
value,ccd,0
instance,sonic,0
cfg,ssb_table,1
nr_ue_harq_t,slot_t,1
cell_config,value,1
cfg,num_tlv,1
format2,recovery,0
curr_pucch,reviewing,0
return,give,0
or,locator,0
log_d,flow,0
null,besides,0
counting,only,1
ul_bwp,pucch,1
ul_slot_idx_in_period,viewer,0
have,antenna,0
todo,much,0
to,function,1
warranties,express,1
beam_info,cologne,0
fs,britain,0
csi_report_id,reportquantity_type,1
nrmac,alternate,0
of,pressed,0
int,o2,1
rach_configcommon,norman,0
uint16_t,outlook,0
beams,i1_1,1
parse,receptor,0
sum_matrix,mat_real128,1
function,coordinated,0
int,messenger,0
base11_idx,conferences,0
whether,with,1
table,emphasis,0
and,merchants,0
csi_report,hunt,0
nrmac,numb_slots_frame,1
ll,cook,0
uplinkbandwidthpartid,bwp_id,1
frame,the,1
const,packets,0
spec,enemies,0
derived,for,1
ue,has,1
srs_pdu,procedure,0
list,larger,0
if,ssb_table,1
int,ul_tti_req_ahead_size,1
int,n2,1
col,soup,0
int,addition,0
uplinkconfigcommon,recovery,0
frame,sfn,1
if,is,1
const,chile,0
generate,co,1
uint8_t,uci_01,1
srs_config,count,1
n_ul_slots_period,slots,1
cfg,exam,0
srs_config,ellen,0
required,studio,0
schedulingrequestresourcetoaddmodlist,list,1
sets,to,1
this,jokes,0
max_m,n1,1
gnb_mac_inst,happy,0
nn,m_pi,1
per,with,1
ue,bio,0
given,and,1
number,depend,1
and,filters,0
for,srs_resourceidlist,1
mask,format,1
csi,not,1
initial,so,1
instead,the,1
we,alerts,0
nfapi_nr_config_request_scf_t,cfg,1
configured,not,1
in,this,1
slot,sched_slot,1
by,bandwidth,0
ue,current_ul_bwp,1
log_d,nr_mac,1
we,guess,0
uci_01,design,0
navid,and,1
schedulingrequestresourcetoaddmodlist,sr_resource_id,1
uint16_t,antenna,1
pmi,as,1
implemented,and,1
precoding,career,0
log_d,parenting,0
current,which,1
carrier_config,counts,0
int,srs_resourceidlist,1
static,nrmac,1
can,trends,0
ul,valves,0
higher,layer,1
log_d,telephone,0
n2,n3,1
antenna,drums,0
csi_part1,csi_part1_crc,1
section,preparation,0
future_ul_tti_req,jean,0
simde__m128,mult,1
nr_fill_nfapi_pucch,nrmac,1
mult_128,simde_mm_cvtepi32_ps,1
frame_type,num_dl_slots,1
mat_kj_128,rebecca,0
timing_indicator,timing,1
received,filter,1
curr_pucch,autumn,0
resources,containing,1
the,reaching,0
bwp_size,accountability,0
int,legs,0
the,ul,1
multiplication,simde_mm_cvtepi32_ps,1
ssb_mask_list,mainly,0
int,excel,0
curr_pucch,active,1
get_supported_band_index,list,1
rx,tx,1
cfg,bw_index,1
scheduling,capitol,0
is,ul,1
ue,favorites,0
brief,period,1
srs_pdu,c_srs,1
number,dl,1
csi_report,ssb_index_list,1
cfg,shadows,0
wrap,locally,0
pucch2,is,1
rx,shorts,0
with,victim,0
const,hello,0
pucch_config,caroline,0
nikaein,kroempa,1
pucchresset,list,1
slot,ue,1
more,financial,0
cannot,icon,0
resources,shall,1
ul_failure,phy_test,1
of,offices,0
const,tx,1
const,sched_slot,1
rx,port,1
for,more,1
possible,thehun,0
cfg,dl_grid_size,1
log_e,conclusion,0
pucch_config,transaction,0
cfg,pair,0
idx,any,1
beam,fraser,0
gnb_mac_inst,nrmac,1
beamforming,titten,0
module_id_t,answering,0
csi,officials,0
current,complement,0
scc,genericparameters,1
cumul_bits,prisoner,0
idx,bitmap,1
ul_slot,csi_bits,1
going,october,0
realtime,only,1
bits,merit,0
pdus,free,1
ul_bwp,nr_sched_pucch_t,1
nr_mac,lamps,0
srs_bandwidth_size,gang,0
mat_real128,locale,0
const,k2,1
gnb_mac_inst,mainland,0
the,critical,0
layer,pre,0
frame_type_t,ssbsubcarrierspacing,1
cyclic_shift,failure,0
we,residential,0
n_pdus,pdus_list,1
is,facing,0
nr_ue_sched_ctrl_t,ue,1
pickandreverse_bits,appear,0
at,in,1
static,void,1
harq,but,1
srs_pdu,resourcemapping,1
static,void,1
if,hall,0
number,less,0
ack,tray,0
format,key,0
carrier_config,tl,1
num_antenna_ports,mud,0
allocate,any,1
stored,upper,1
scheduled,frame,1
check,confidence_level,1
if,resourcelist,1
sheduling,be,1
n_slots_frame,evans,0
prach_fd_occasion,prach_rootsequenceindex,1
nr_srs_resource_t,trustee,0
higher,buy,0
num_gnb_antenna_elements,days,0
pdus,affecting,0
sequence,have,1
is,writings,0
sched_ctrl,csi_report,1
init_ue,jackie,0
srs_pdu,num_symbols,1
get,letters,0
rs,paraguay,0
srs_pdu,config_index,1
fs,frame_type,1
srs,likes,0
genericparameters,greg,0
specific,permissions,1
find,resource_id,1
const,get_ntn_koffset,1
regarding,copyright,1
nfapi_nr_num_prach_fd_occasions_t,clubs,0
const,debian,0
value,list,1
to,ue,1
csi_report,on,1
nr_check_msg4_msgb_ack,slot,1
reporting,crown,0
handle_dl_harq,pid,1
the,an,1
const,sched_frame,1
beam_idx,marker,0
if,subcarrierspacing,1
this,paso,0
current,kennedy,0
beam,entrance,0
nr_ue_sched_ctrl_t,recovered,0
as,multiple,1
sched_ctrl,learn,0
the,brilliant,0
already,pdf,0
http,www,1
antenna,gate,0
the,sequences,0
assertfatal,ppm,0
this,identifier,0
int,hill,0
indexed,slots,1
license,file,1
spec,assessment,0
csi,ownership,0
current,in,1
nfapi_nr_pucch_pdu_t,future_ul_tti_req,1
common_ch,jesse,0
pid,dl_bler,1
index_list,bitlen,1
for,usual,0
format,format3,1
for,to,1
assertfatal,mat,1
row,mat_imag128,1
if,be,1
through,of,1
transm_interrupt,others,0
by,trinidad,0
static,enough,0
confidence_level,rebate,0
int,const,1
c16_t,precoder_weight,1
resources,tries,0
conditions,designed,0
and,resource,1
srs_pdu,binary,0
verify,personalized,0
full,cloud,0
dl_frequency,list,1
warranties,cad,0
settings,centers,0
for,date,0
pucchresset,pucch_resourcesetid,1
rs,or,1
assertfatal,resulted,0
nr_beam_alloc_t,pittsburgh,0
int,continent,0
n_ul_slots_period,machinery,0
nr_pucch_resource_t,shift,0
c16_t,cimag,1
li_bitlen,ethical,0
resource_id,render,0
ue,eve,0
list,resourcetype,1
x1_bitlen,starting_bit,1
carrier_config,col,0
configured,carefully,0
list,harassment,0
polar,required,1
be,acm,0
ssb_table,advertisement,0
may,obtain,1
srs_pdu,celebs,0
define,srs_debug,1
csi,points,0
const,blogs,0
slot,dominican,0
information,dispute,0
i2_size,n1,1
vector,in,1
if,harq,1
ue,units,0
layer,substantial,0
nrofreportedrs,or,1
format2,nrofprbs,1
instead,in,1
pucch_frame,frame,1
int,sched_frame,1
log_d,principal,0
when,pusch,1
dl_grid_size,eddie,0
return,structure,1
not,terrain,0
valid,rsrp_index,1
indexed,period,1
uint16_t,periodic,1
vector,disability,0
cfg,hotels,0
nrmac,cumul_bits,1
nr_mac,perfect,0
processing,and,1
ul_tti_req_ahead,innovation,0
held,petition,0
frame_type,tuner,0
configured,ie,1
license,suburban,0
frame_type,num_ul_slots,1
csi_measconfig,csi_reportconfigtoaddmodlist,1
padding,decode,1
the,are,1
nr_pucch_resource_t,array,1
according,went,0
to,pucch,1
if,is,1
for,involvement,0
ue,will,1
limitations,under,1
index,max_bwp_size,1
pucch,dai_c,1
sched_ctrl,cheaper,0
slot,ul_period_slot,1
report,toner,0
harq,widely,0
slot,magnitude,0
number,television,0
max_fb_time,companion,0
sqrt,i_rows,1
tl,ser,0
uint8_t,wage,0
const,material,0
r_index,cumul_bits,1
cc_id,beam,1
to,pucch,1
software,checks,0
required,afraid,0
if,configured,1
mat_real128,simde_mm_setr_epi32,1
beam_id,num_ssb,1
in,cleaner,0
in,gathering,0
rnti,magazines,0
or,theaters,0
const,slot,1
resourceconfig,only,1
csi,luxury,0
void,imports,0
period_cfg,tdd_nr_uplink_slot,1
according,search,1
power,ver,0
gnb_mac_inst,sequence,0
nrmac,frame_t,1
assume,so,1
start_bit,bitlen,1
ul_buffer_index,optics,0
int,nr_of_symb,1
n2,cyclicshift_n2,1
adds,up,1
format,smith,0
const,tennis,0
get_pucch_index,const,1
pdu_type,nfapi_nr_ul_config_srs_pdu_type,1
but,we,1
active,kissing,0
payload,ri_bitlen,1
get_pucch_index,orleans,0
case,port,1
not,pucch,1
x1,information,1
nr_mac,natural,0
return,nashville,0
sfn,mass,0
ue,ue_sched_ctrl,1
nr_pucch_resourceset_t,effectiveness,0
frame_start,ul_period_start,1
cfg,frequencyinfoul,1
csirep,saving,0
rnti,generators,0
evaluate_rsrp_report,loving,0
ssb,teams,0
tl,plenty,0
or,username,0
int,k1,1
nak,for,1
and,calls,0
harq,vital,0
for,preservation,0
the,resourceconfig,1
per,sequence,1
num_pdsch_antenna_ports,n2,1
if,ensures,0
beam_allocation_procedure,comm,0
oai,public,1
spatial,or,1
assertfatal,sr,1
ch,battery,0
going,through,1
slot,curr_pucch,1
two,today,0
frame_start,advance,0
antenna,listings,0
len,reduction,0
pucch_pdu,bridges,0
already,follows,0
uniform,drugs,0
antenna_rank,hear,0
nrmac,pdas,0
count,urgent,0
bits,inns,0
number,slots,1
according,allocation,1
index,rsrp_index,1
ul_failure,nr_timer_is_active,1
can,following,0
number,unified,0
wait,abuse,0
base21_idx,nec,0
nr_dci_format_t,chem,0
int,get_supported_band_index,1
resourcesettoaddmodlist,count,1
void,uci_01,1
log_d,dl,1
can,ferry,0
simde_mm_sub_epi32,prints,0
layer,identifying,0
ssb_offset_point_a,value,1
in,scenario,0
float,treated,0
nrmac,cc_id,1
slot,slots_frame,1
cc_id,catherine,0
int,dying,0
get_softmodem_params,nr_timer_is_active,1
carrier_config,tag,1
openairinterface,one,1
dl_grid_size,scs_specificcarrierlist,1
ul_ack,expenditures,0
for,int,1
mat_real128,base01_idx,1
if,pit,0
to,organized,0
return,artist,0
cfg,users,0
to,fist,0
layer,lead,0
uci,have,1
ul,or,1
nrmac,common_channels,1
might,beings,0
frame_start,connected,0
array,abilities,0
information,discovered,0
prach_fd_occasion,choice,1
uint16_t,blades,0
beams,by,1
mult_128,simde_mm_cvtepi32_ps,1
nr_configure_srs,ccd,0
antenna,port,1
vrb_map_ul,drew,0
tl,jamie,0
mat_imag128,automotive,0
configured,int,0
for,ssb,1
than,reject,0
unless,agreed,1
log_d,mechanism,0
not,adaptor,0
sched_ctrl,internship,0
tl,joshua,0
srs_resource_set,srs_resource,1
slot,only,1
the,happening,0
log_d,kate,0
is,can,1
ul_slot_count,periods,1
advance,skip,1
no,tvs,0
and,report,1
rsrp,invalid,1
pucchresset,array,1
single,luxembourg,0
current,award,0
either,freedom,0
base01_idx,tx,1
the,license,1
values,from,1
const,anime,0
if,array,1
in,army,0
uint16_t,degrees,0
required,allow,0
frame,layer,0
payload,int,1
int,count,1
csi_report_id,sydney,0
be,worlds,0
the,limits,0
return,x1_bitlen,1
without,of,1
to,internet,0
the,resource,1
symb,defence,0
nr_mac,believes,0
or,full,1
uint16_t,rx,1
cfg,electronic,0
ch,featured,0
beam,expanding,0
simde_mm_setr_epi32,base33_idx,1
csi,coin,0
fs,bool,1
void,inputs,0
frame,category,0
const,index,1
ssb_table,relationship,0
more,information,1
scs,installing,0
of,gale,0
function,index,1
persistent,of,1
rs,rsrp_report,1
const,port,1
periodic,and,1
for,teams,0
sequence,employed,0
can,active,0
verify,used,0
reported,sinr,1
navid,fibre,0
slots,frames,1
rb,srs_pdu,1
csirep,periodic,1
nr_slots_period,handled,0
uint8_t,sched_ctrl,1
resourcetoaddmodlist,you,0
the,oai,1
also,presently,0
and,potentially,0
if,null,1
nr_timer_is_active,phy_test,1
simde_mm_add_epi32,filed,0
switch,reportquantity_type,1
memset,pucch_pdu,1
int,nn,1
maxcoderate,ampland,0
ssb,resources,1
cfg,construction,0
parse,committees,0
frame,pdsch_to_harq_feedback,1
int,numb_slots_frame,1
uint8_t,strongest_rsrp,1
simde_mm_mul_ps,techniques,0
int,res,0
ssb_mask,error,0
one,furnishings,0
and,csi,1
nr_csi_reportconfig_t,array,1
sum_matrix_i,shirts,0
are,exterior,0
software,connecting,0
csi_report,features,0
is,gadgets,0
nr_mac,srs,1
ri_bitlen,sched_ctrl,1
first,in,1
const,n_slots_frame,1
resourcelist,array,1
codebook,pcsi,1
prach_config,flyer,0
resourceconfig,rrc,1
v_lm,youth,0
gnb_mac_inst,mod_idp,1
find,tanzania,0
the,beth,0
int,who,0
csirep,motherboard,0
has,miss,0
pmi_x2,pickandreverse_bits,1
in,hon,0
void,row,1
const,frames,0
void,frame_t,1
common_channels,matter,0
was,schedule,1
rach_configgeneric,msg1_frequencystart,1
in,number,1
ue,slot,1
pucchresset,infants,0
to,knife,0
const,max,1
false,blvd,0
through,nudist,0
there,but,1
v_lm,branch,0
by,filter,1
nrofreportedrs,or,1
n_ahead,mba,0
for,very,0
pucch,size,1
identifier,peers,0
nr_mac,frame,1
or,more,1
rx,for,1
openairinterface,oai,1
not,black,0
include,roy,0
that,slightly,0
mod_id,success,1
n_pdus,established,0
log_d,sufficiently,0
may,politics,0
mm,specify,0
srs,moderator,0
nrofsymbols,f3_dmrs_symbols,1
pucchresset,array,1
report,in,1
dl,move,1
resourcesettoaddmodlist,list,1
row,metres,0
you,may,1
resources,pucch,1
nr_mac,not,1
log_i,nr_mac,1
schedule,pucch,1
in,academics,0
curr_pucch,kurt,0
mod_idp,slot_t,1
number,provide,0
slot,sheep,0
among,burlington,0
return,null,1
semi,slow,0
nr_of_symb,nrofsymbols,1
phy,to,1
csi_report,sched_ctrl,1
groupbasedbeamreporting,cos,0
nrmac,fantastic,0
int,bench,0
uplinkconfigcommon,rach_configgeneric,1
pucch_config,no,1
tx,impossible,0
slot,ul_slot,1
assume,occasions,0
required,detector,0
srs_resource,graphic,0
carrier_config,sales,0
if,cri_bitlen,1
static,slot,1
sched_frame,offset,1
sets,filled,0
is_ul_slot,csi,1
ntn_gnb_koffset,paypal,0
file,responsibility,0
assertfatal,not,1
pickandreverse_bits,cri_bitlen,1
sched_ctrl,toyota,0
precoding_matrix_size,universal,0
resource,format,1
nfapi_nr_pm_weights_t,preserve,0
id,slot,1
tag,nfapi_nr_config_prach_zero_corr_conf_tag,1
k1,this,0
mmc,k2,1
const,period,1
per,matrix,0
author,navid,1
pucch,slot,1
idx,delhi,0
cfg,num_tlv,1
ul_buffer_index,dans,0
in,free,1
with,set,1
num_prgs,port,1
uint16_t,bitlen,1
carrier_config,dl_frequency,1
by,single,1
int,subcarrierspacing,1
csi_report,bitlen,1
frame,strips,0
format,remarks,0
slot,const,1
base10_idx,port,1
nr_beam_alloc_t,mac,1
num_prgs,thrown,0
ssb_table,shortbitmap,1
is_ul_slot,projects,0
shift,timely,0
more,channels,0
the,filed,0
if,active,1
assertfatal,medieval,0
sqrt,double,1
uint8_t,amanda,0
ue,harq_round_max,1
r_pucch,championships,0
static,get_diff_rsrp,1
from_nrarfcn,frequencyinfoul,1
csi_bits,carlo,0
that,are,1
pickandreverse_bits,payload,1
ld,pucch_resource,1
license,baptist,0
not,required,1
rs,ssb,1
pucch_index,accounting,0
weights,allows,0
for,rolled,0
cfg,donation,0
cfg,tomorrow,0
uint16_t,ser,0
base11_idx,pirates,0
is_ul_slot,slot,1
i2,i_2,1
include,common,1
limit,flexibility,0
if,srs_resourceidlist,1
scs_specificcarrierlist,list,1
pucch,sexuality,0
tpc,acknack,1
www,system,0
pi01,pi11,1
not,uplink,1
ul,wilderness,0
or,agreed,1
prach_fd_occasion,nb_preambles,1
uint16_t,antenna,1
the,alliance,1
n1,ground,0
int,stationery,0
nr_mac,endorsed,0
through,causes,0
ue,rnti,1
number,in,1
prach_sub_c_spacing,anchor,0
domain,receive,1
csi,xanax,0
return,thomson,0
an,resist,0
pucch_index,paste,0
csi_report,ri_restriction,1
more,shall,1
with,bunch,0
and,annual,0
payload,cumul_bits,1
is,jim,0
if,qualify,0
pucch_index,aurora,0
sfn,ul_slot,1
raymond,now,0
temporarily,limit,1
cfg,heater,0
structure,boutique,0
int,intent,0
slot,frame_structure,1
if,adequate,0
uniform,practice,0
the,therefore,0
pucch_frame,pucch_slot,1
progressive,technical,0
in,head,0
frame_t,thongs,0
only,creator,0
through,resource_id,1
assertfatal,report,1
sl_to_bitmap,format,1
of,sandwich,0
pucchcsires,csirep,1
current,in,1
have,recreation,0
int,producing,0
pucch_resourceid,array,1
gnb_mac_inst,dropped,0
setting,physiology,0
vrb_map_ul,common_channels,1
according,rate,1
nr,added,0
matrix,pmi,1
index,pci,0
tag,moreover,0
switch,advised,0
nr_bcch,bch,1
temporarily,ack,1
offset,period,1
const,rx,1
compute_nr_root_seq,editorials,0
prach_fd_occasion,reasons,0
include,representing,0
we,so,1
function,brick,0
returns,acknack,1
we,transsexual,0
log_e,ue,1
int,chase,0
mediumbitmap,sheriff,0
writing,oak,0
simde_mm_mul_ps,mat_kj_128,1
has,been,1
for,kinds,0
of,referrals,0
is,identity,1
uint16_t,num_prgs,1
assertfatal,raised,0
switch,ellis,0
slots_frame,attached,0
inactive,digital,0
can,machines,0
bool,uint8_t,1
can,dirt,0
scs_common,tag,1
select,id,1
the,sequence,1
resourcesettoaddmodlist,list,1
uint8_t,harq_confidence,1
for,amd,0
csi_report,continually,0
base12_idx,num_gnb_antenna_elements,1
number,queens,0
each,gps,0
bw_index,subcarrierspacing,1
ssbri,olympic,0
single,incoming,0
slot,ranked,0
